,src,tgt
2003,"When the Gorkha rule came, it had already happened before us.",जब गोरखियक राज आ व हबै लै पैलियक अई हौय हम।
2004,"But he knew that God had made a promise with him, that from his lineage, God would place a man on his throne.","लेकिन उ जाणछी कि परमेश्वरल वीक दगाड़ वैद करि रॉखौ, कि परमेश्वर वीक वंश बे एक मैंस कैं वीक राजगद्दी मिं बैठाल।"
2005,"Then, in front of all the people, Paul said to the high priest of God, ""What are you saying?""","तब सामणी ठॉड़ थ्वाड़ मैंसोंल पौलुस धैं कौ, के तु परमेश्वरक महायाजक कैं जे ते कूणौछै?"
2006,"Jesus said to them, ""For man, this is impossible, but for God, everything is possible.""","यीशुल उनुधैं कौ, मैंसोंक लिजी तो यौ असंभव छु लेकिन परमेश्वरक लिजी सब कुछ संभव छु।"
2007,"Recognition comes along with me too, just as you say.","पछ्याणाक साथ-साथ म्यौर दगड़ लै है जा्ल, उसी जस तुम कूँछा।"
2008,"And afterward, God said again, ""I will keep my promise with you and all living creatures forever.""","और वीक बाद परमेश्वरल दुबार कौ, मी तुमर और सब ज्यून प्राणियोंक दगाड़ हमेशाक लिजी वैद करनू।"
2009,"Yes, Father! I don’t know yet—should I go now and cook something?","होइ बाबू! अल्ले जानू हां, आ ब्याव के पकाला?"
2010,"For Parthu, even one child was like the moon.",परथुक एक च्यलकु नौ लै चांद हौय।
2011,Thousands of boys from Uttarakhand participated in this rally.,उत्तराखंड क हजारों लौंडों ल य रैली में भाग ल्हेछ।
2012,"It became a very lively atmosphere, as if filled with excitement.","बड़ जीवंत माहौल भै, जैथैं कूंनी विद्योन्मय।"
2013,What’s the matter—too much work today?,क्या बात आज काम ज्याधे छिए क्या?
2014,Then Jesus reached Jerusalem city and went into God’s temple there.,"फिर यीशु यरुशलेम नगर मिं पुजी, और वां परमेश्वरक भवन मिं गेईं।"
2015,"And when you first heard the good news, you helped me too, while no other believing community did.","और जब तुमुल पैली भलि खबर सुण हैछी, तब लै तुमुल मेरि मधत करी, जबकि और क्वे लै दुसर विश्वासी समुदायल नि करि।"
2016,"Compared to the people of ancient times, the life of people today is longer and happier.",पुराण जमानक आदिमूंक तुलना में आजक आदिमक जीवन ज्यादा लम्ब और सुखद छू।
2017,"Those with him asked about hopes and joys, while some boys jokingly teased Bhan-Jyu.",दगाड़ वालनैलि आसल-कुशव पुछि त क्वे लौंड मौडनैलि भान्-ज्यूकि मजाक ले बँणैं।
2018,"I tell you the truth: unless a man accepts the kingdom of God like a little child, he can never enter it.","मी तुमुधैं सांचि कूंनू कि जो मैंस परमेश्वरक राज कैं एक नॉनू नॉनतिनक चारि नि अपनाल, उ परमेश्वरक राज मिं कभै नी पुजि सकन।"
2019,"Ten or fifteen days later, I came back from Mother’s place too.",दस-पंदर दिन बाद इजकें लै मैं लि ऊँछी।
2020,My request is that you allow me to speak in front of the crowd.,"मेरि गुजारिश छु, कि तुम मिकैं भीड़क दगाड़ बात करणक मंजूरी दियो।"
2021,"Some instructions have been given by the government to avoid this pandemic, and it’s necessary to follow them.","सरकार द्वारा यो महामारी है बचूणा लिजी कुछ निर्देश देई गई, जनूकणि मानण जरूरी छ।"
2022,Don’t let anything get stuck in your feet.,त्या्र खुट में का्न नि बुड़ो।
2023,"By reading one of his poems written for Hisalu, you can understand it.",हिसालूक लिजी लेखी उनरि एक कविता पढ़ बै समझी जै सकूं।
2024,"Yes, why not? Do you want to listen to a hymn?","होय होय किलै नै, तु भजन सुणण चाछैं?"
2025,I got a lot of treatment done for him.,मैल वीक भौत्तै इलाज करा।
2026,"Gahat, maduwa, ramdana, soybean, and barley are very nutritious, but their production is low, so attention needs to be given to them.","गहत, मडुवा, रामदाना, सोयाबीन, जौं भौत पौष्टिक छन, पर उत्पादन कम हुंछ इनर तरफ ध्यान दिणकि जरवत छ।"
2027,"When replying to the co-wives, ""How did the wooden horse drink water?""","सौतों ल जबाब दे, काठ क घ्वड़ पाणी कसी प्यल?"
2028,Why are you troubled? He’s there in the forest.,तुम परेसान किलै हरछा उ बाखइ में हनल।
2029,You’ll reach there on foot in ten minutes.,दस मिनट में पैदल पुजि जूल।
2030,Leaving the high caste and living with the low caste requires the wisdom that not every man can muster.,ठुलि जात छोड़ि बेर नानि जात दगै घरबार बसूणकि हिकमत हरेक स्यैणि नैं जुटै सकनि।
2031,It had happened before—my four books came before you.,य हबै पैलि म्येरि चार किताब आपुक सामणि अई।
2032,"And when Elder Brother and your family came to me, they brought them along.",और जैबेर बौज्यू और आपण परिवार कैं लिबेर म्यर पास आओ।
2033,He gave us food to satisfy our hunger and gave peace and satisfaction to our hearts.,उं हमुकैं अन्न दिबेर हमेरि भूक मिटूनैं और उं हमर मन मिं सुख-संतोष दिंनी।
2034,Now my elder brother and my groom handle a lot of work; the little kids go to school.,"आब म्योर ठुल भाऊ और म्योर दुल्हौ भौत काम संभाल ल्हिनी, नान नानतिन स्कूल जानी।"
2035,"What else happened? Even after asking, it’s not like a handful of favors will come.",बाकि के लै नि भय त माणक खै बेर मुट्ठीक उपकार त हूंण चैं न।
2036,"He hadn’t written before that either, but afterward, I didn’t write again either.","उ है पैंली लै नैं लेखी भै, उ बाद लै मैंल फिरि नि ल्यख।"
2037,"But Jesus asked the disciples, ""How many loaves do you have?""","लेकिन यीशुल शिष्यों धैं पुछौ, तुमर पास कतुक र्‌वा‌ट छन?"
2038,Everything has gone down—what confusion has come upon you?,सब उतरि गयीं तुमुकैं क्ये सगबगाट पड़ि रौ?
2039,"But we should rejoice now because what was yours had died and is now alive, was lost and is now found.","लेकिन हमुकैं ऑब खुशी मनूण चैं, किलैकि त्यर यौ भै मरि गोछी, ऑब ज्यून है गो, और हरै गोछी, ऑब मिलि गो।"
2040,Ruvali Jyu was in contact with the world-famous linguist Dr. Hem Chandra Joshi Jyu.,रुवाली ज्यू विश्व प्रसिद्ध भाषा विज्ञानी डाॅ हेम चंद्र जोशी ज्यूक संपर्क में रई।
2041,"His army included infantry, cavalry, elephant riders, and camel riders of all kinds.","उनरि सेना में सबै जातियोंक पदातिक, अश्वारोही, गजारोही, ऊष्टारोही सब किसमाक सैनिक शामिल छी।"
2042,This song has also been included in the Kumaoni primary curriculum.,कुमाउनी प्राथमिक पाठ्यक्रम में लै य गीत कैं शामिल करि रौ।
2043,And Will saluted him upon seeing him.,और वील उनुकैं देखिबेर पैलाग करौ।
2044,"May Lord God bless you abundantly, so you get plenty of grain, and may your vines yield plenty of grapes so you get abundant juice.","प्रभु परमेश्वर तुकैं खूब द्यो दियो, जैल तुकैं खूब अन्न मिलो, और त्यर गड़ों मिं खूब अंगूर हो जैल तुकैं खूब रस मिलो।"
2045,Think about what might happen now.,"सोचें, अब जे लै होल देखी जालि।"
2046,"The next day was a rest day; the priests and religious leaders gathered at Pilate’s palace and said, ""Great King, we remember that the deceiver Jesus, while still alive, said he would rise on the third day.""","दुसॉर दिन अरामक दिन छी याजकोंक सैपोंल और धर्म गुरुवोंल एक दगाड़ पिलातुसक महल मिं जैबेर उधैं कौ, महारॉज, हमुकैं याद छु, कि उ धवक्क बाज यीशुल आपण ज्यून छिना कै रॉखछी, कि मी तिसॉर दिन ज्यून हूंल।"
2047,Horse Commander! Quickly send fifty horsemen with the royal mason to Rajbunga.,अश्वबलाधिकृत! तुम आपुण पचास अश्वारोहियों कैं शीघ्र राजमिस्त्री कैं ल्यूना लिजी राजबुंगा भेजौ।
2048,"That day, they didn’t tell him anything like that.",उ दिन इनुल यसु क्ये नि बताय कि यौं यस छें।
2049,They offered him incense.,उनुकें धूप देइ गे।
2050,More than ninety percent drank some and less drank others.,ऊ नब्बे प्रतिशत में क्वे जादे पिणी भै कुछ कम पिणी।
2051,"Whatever you hear about God’s word, listen to it carefully and understand it, because if you try to understand, you will be given even more power to comprehend.","तुम परमेश्वरक बात कैं जतुकै लै सुणछा, उकैं ध्यानल सुणो और समझो, किलैकि अगर तुम समझणक कोशिश करला तब तुमुकैं और जादे समझणक शक्ति दी जालि।"
2052,"If I had come home, I would have done something about it by now.",अगर मैं घर ऐ गोय जबा इनैरि को करौल।
2053,"To prevent further damage, the deity applied metal and solder.",अघिल कै और बिगाड़ रोकणाक लिजि द्यप्ताँ कि धात्‌-फिरात लगा।
2054,What did we get in the end?,आंखिर के मिल?
2055,"I followed Elder Sister, holding an umbrella, walking behind her.",मैं ले छाता थामि बेर बरज्यूक पछिल-पछिल हिटन लागी भयूं।
2056,Then everyone recalls that dramatic event to me; one day my father was reading Premchand’s novel Rangbhoomi.,"फिर सबन है जोरदार घटना मैंकै याद छु, प्रेमचंद क उपन्यास रंगभूमि एक दिन हमर बाबुल पढ़ हुनौल।"
2057,Quickly tell me a mantra.,मैंकें झटपट मंतर बतै दियो।
2058,"They said among themselves, ""Look, doesn’t that dream-seer look like Joseph?""","उनुल आपस मिं कौ, देखो, तौ स्वीण देखणी यूसुफ उणौ!"
2059,"And the women started asking each other, ""Could this be that famous man who, ten years ago during the famine, came with his family?""","और स्यैणी एक-दुसर धैं पुछण लागीं, के यौ वी नामी छा, जो दस साल पैली अकालक बखत आपण परिवारक दगाड़ जानै रै?"
2060,Absolutely unable to do it because they are happy.,बिल्कुल नी करि सकन किलैकि उं खुशि छन।
2061,"Then Will heard this voice, ""Peter, get up and kill and eat these.""","तब वील यौ अवाज सुणी, पतरस, उठ और इनुकैं मारिबेर खा।"
2062,You opened it and brought him here.,तुम उकैं खोलिबेर यां लाया।
2063,They made themselves lowly and obeyed orders here to the point of enduring death on the cross.,"उनुल आपुं कैं दीन बणै ले, और यां तलक हुकुम मानणी बणी कि सूलीक मौत लै सहण करी।"
2064,"And in that family, they gave birth to Lord Jesus, who is our savior.","और उनुल यैक खानदान मिं प्रभु यीशु कैं पैद करौ, जो हमर मुक्तिदाता छन।"
2065,A little spark keeps burning.,एक नानीं नानि धूणी ले जगूंछिया।
2066,Tears came to the cow’s eyes; she hit the ridge out of joy.,"दमुवाँ आखाँ में आँसु अै गयीं, ऊ खुशी मारी डाड़ मारणों।"
2067,"Then that day will come when, through God, your soul will also receive refreshment, and God will send Jesus again, who has been appointed as the savior of us all.","तब यस दिन आल, जब परमेश्वरक जरियल तुमेरि आत्मा कैं लै तरो-ताजगी मिलेलि, और परमेश्वर यीशु कैं, जो हम सबोंक मुक्तिदाता ठैरौ, दुबार भेजो।"
2068,"And the Holy Spirit came into all of them, and they began speaking in different languages too.",और उं सबों मिं पवित्र आत्मा ऐ और उं दुसेरि अलग-अलग भाषाओं मिं लै बुलाण लागीं।
2069,The specialty of such people is that they hit harder when they see another man.,यास किसमाक लोगोंकि खासियत यो लै हूं कि ऊं दुसर आदिमि कें देखि बेर जादे-जादे डाड़ मारनी।
2070,"After him, the cow gave birth.",वीक बाद दमु स्वैणे गो।
2071,A soldier was there.,एक सिपाइ भोय।
2072,"Look at it today—our school, nursing home, and whatever acres of land and property we’ve anonymously kept, they won’t manage it well now.","आजि के देखौ आजि आपुण स्कूल, नर्सिंग होम और जो कतू एकड़न में ज़मीन जायदाद बेनामी धर राखी नै वीक लै खैर न्हाती सम्भल जाऔ।"
2073,"For this, he came himself and asked them for forgiveness, and when he went out, he requested them, ""Please leave this city.""",यैक लिजी उनुल खुद ऐबेर उनुधैं माफि मांगी और भ्यार ली जैबेर उनुधैं यौ बिनती करी कि तुम यौ नगर छोड़िबेर जै दियो।
2074,I will do all this for one reason—because you obeyed my command.,मी यौ सब यैक लिजी करुंल किलैकि त्वील म्यर हुकुम मानौ।
2075,"But I will keep my promise with Isaac, whom Sarah gave birth to last year.","लेकिन मी आपण वैद इसहाकक दगाड़ करुंल, जकैं सारा अघिल साल मिं जनम देलि।"
2076,"For this reason, now explain to the army chief and call Paul to you under this pretext, that you want to interrogate him thoroughly.",यैक लिजी ऑब तुम सेनाक सैप कैं समझैबेर पौलुस कैं यौ बहानल आपण पास बुलवाओ कि तुम वीक ठिक-ठिक पुछ-ताछ करण चांछा।
2077,"He remembers his mother, for whom he bought and kept a shawl, which he gave her while she was alive.","विकें याद अें अपणि इजेकि, जैक लिजि वील लुकुड़ खरीद बेर धर राख छी जो वील जिबन्तीकें दि हैछी।"
2078,"But since it was necessary to go to the city, he appointed an assistant for this work.","लेकिन किलैकि वीक् शहर जांण जरूरी छी, वीलि य कामें तें एक असिस्टेंट नियुक्त करि ल्हे।"
2079,"And whoever among you wants to be the leader, let him become the servant of all.","और जो तुमुमिं प्रधान हुण चां, उ सबनक दास बणो।"
2080,Everyone gathered to honor him well.,सब उनन कं भल माननेर भाय हो।
2081,"In a place smeared with cow dung solution, Aipan is made for auspicious occasions like work, weddings, or festivals.",बिस्वारक घोल द्वारा लिपी हुई जाग में शुभ काम-काज ब्या-बरात या त्यार क मौक पर ऐपण बनाई जानी।
2082,"Among them, two girls were mountain-born, the rest were city folk or from other places—sharp and clever.","जामें द्धी नानतीन पहाड़ी भाय बाकी सब शहर वाल या दुसार जागाक, तेज तर्रार चालाक।"
2083,Time passes slowly; it takes eight months for the living to go.,"माठूमाँठ कै टैम बित जाँ, जिबन्ती कें आठूँ मैहण लै जाँ।"
2084,"Father, keep walking—eat food in Rishya.",बाबू हिटो हो रिस्सया में भोजन करि लिहो।
2085,Staying in your village but not going to your wife in the snow.,आपंण गौं में रूँनि पर ह्यूँन में कैं न जान् आपंणि घरवालि कैं छोड़िबेर।
2086,The story of Indian painting began with rock paintings and has reached computer graphics.,भारतकि चित्रकलाक कहानि शिलाचित्रों बै शुरू है बेर कंप्यूटर चित्रों तलक पुजि गे।
2087,The Thakur chief from Delhi NCR breathes with a bright vision.,दिल्ली एन सी आर वाल ठाकुर सैप उज्याणि दृष्टि दमै।
2088,Then his disciples asked the meaning of these words.,तब उनार शिष्योंल यौ बातोंक अर्थ पुछौ।
2089,"Located on the eastern coast of the Bay of Bengal in central-eastern India, this state is world-famous for its ancient grand temple architecture, craftsmanship, sculpture, unparalleled handicrafts, rich forest wealth, scenic lakes, waterfalls, islands, and historical cave monasteries and temples.","भारत क मध्य पूर्व में बंगाल कि खाड़ी क समुद्र तट पर स्थित यो प्रदेश आ्पण प्राचीन भब्य मंदिरोंकि वास्तुकला, शिल्प कला, मूर्ति कला व बेमिसाल हस्त शिल्प और समृद्ध वन संपदा, रमणीक झीलों, जल प्रपातों, द्वीपों और ऐतिहासिक गुफा विहार, मंदिरोंक लिजी जग प्रसिद्ध छु।"
2090,And you are like this too.,और तुम लै यस्सै छा।
2091,"He is in the nursery, perfectly fine.","उ नर्सरी में छ, बिल्कुल ठीक ठाक छ।"
2092,"Then Isaac said, ""Child, bring food.""","तब इसहाकल कौ, च्यला, खॉण ल्या।"
2093,"A month later, Madhu took her with him to Delhi.",एक महण बाद मधुलिकू जवें उनि कें अपण दगड़ दिल्ली लिन्हे गोय।
2094,Now our folk expressions aren’t found in them anymore.,आ्ब उनूमें हमरि लोक अभिव्यक्ति मिलनी नैं।
2095,"For this reason, they started throwing some goods into the sea to lighten the ship.",यैक लिजी उं जहाज कैं हल्क करणक लिजी थ्वाड़ माल कैं समुद्र मिं खितण लागीं।
2096,"Around then, a Kundal Lal Shah Memorial Reading Room was established in Almora.",उतकांन अल्माड़ में एक कुन्दनलाल साह मेमोरियल वाचनालय भै।
2097,"And you will be famous in the Ephrathite clan, and your name will spread throughout the village of Bethlehem.","और तु एप्राती कुल मिं परसिद्ध ह्‌वलै, और पुर बैतलहम गौं मिं त्यर नाम फैलो।"
2098,And Philip baptized the chief by immersing him in water and giving him this water baptism.,"और फिलिप्पुसल सैप कैं पाणि मिं डुबैबेर निकालौ, और इसिक पाणिक-बपतिस्मा दे।"
2099,"But before all this happens, a man from your lineage will go to a foreign land and become their slave.","लेकिन यौ पुर हुण है पैली, त्यार वंशक मैंस एक पराइ देश मिं जॉल और उनर गुलाम ह्‌वाल।"
2100,"Hearing this account, Said Pancham Singh might have been influenced by Kisan Da.",यसै वृतांत कैं सुणि बेर सैद पंचम सिंह ले किसन दा बै परभावित भ्यो हुनहो।
2101,"The whole family went inside the house, wiping their eyes.",सार परवार अपण आँखा कें पोछन-पोछनै घर भितेर ऐ जानी।
2102,"Bhaguli stared at the cow for a long time, and her eyes welled up with tears.",भागुलि भौत देर तक दमुवाक तरफ चैरें और वीक आँख डबडबै जानी।
2103,"Counting each other, he was surprised that even while counting, five kept being counted.","एक दूसर कैं गिणिं बेर ऊ हैरान छी, जो लै गिन्ति करो पाँच जांणिं गिणों।"
2104,"When the soldiers were taking Paul inside the army barracks, Paul said to the army chief, ""Can I make a request of you?""","जब सिपै पौलुस कैं सेनाकि चौकि भितेर ली जाणाछी, तब पौलुसल सेनाक सैप धैं कौ, के मी तुमुधैं एक गुजारिश करि सकनू?"
2105,"Yes, Elder Sister! You’ve seen it—one day, poor Rami had to remarry to keep the family name alive.","हां, तो भौजी! देखि लिया तुम, एक दिन रमी बिचा्र कैं खानदानक नाम चलौणक लिजी दुसर ब्या तो करणै पड़ल।"
2106,"Then the child’s father insisted, ""I have faith—help me increase my faith!""","तब च्यलक बौज्यूल जोर दिबेर कौ, म्यर पास विश्वास छु, तुम म्यर विश्वास कैं बढ़ूण मिं मेरि मधत करो!"
2107,I too became one who plays every year.,मैं लै हर सालै खेलनेर भयूं।
2108,And the ghost left her at that very moment.,और भूत उ बखतै उमिंबे भ्यार निकलि गोय।
2109,"When I wrote the novel Gobar Ganesh, its first chapter was sixteen pages long.",जब मैंल गोबर गणेश उपन्यास ल्यखौ वीक पैंल चैप्टर सोल पेजक छु।
2110,He lit an incense stick just then.,उ उत्तिकें भैबेर एक अगरबत्ती जगूँ।
2111,"I ran inside, and he called out, ""One vein has shifted—maybe it won’t meet.""","मैं दौड़ि बेर भितेर गयूं तो ऊ बुलाण, यैक नाड़ै सरकि गो सैद, मिलनै नि रौय।"
2112,"He looked toward the cities of Sodom and Gomorrah and saw, ""Oh! A lot of smoke is rising from the earth.""",वील सदोम-गमोरा नगरोंक तरफ नजर डाली और देखौ कि अरे! भौत जादेधुङ धरति बे मेलि उठूणौछि।
2113,"As it is, our status is that of honorable people.","जसि लै छी, हमरि हैसियत इज्जतदार मैंसनकि छी।"
2114,"Then the king summoned Joseph, and they quickly brought Joseph out of the prison.",तब रॉजल यूसुफ कैं बुलवा और उं जल्दी यूसुफ कैं जेल बे भ्यार ल्याईं।
2115,"About ten or fifteen minutes later, a servant of his master stood outside the room with a tiffin of food.",तालै दस-पन्दर मिनट बाद वीक मालिकक एक नौकर एक टिफनदान में खाण लिबेर कमराक भ्यार ठाड़ है रौ्य।
2116,"After that, the cow came after washing her hands and face, and the living one came outside to make tea and taste it.","यतुकै में दमु लै हाथ-मुख धो बेर अै गोय, और जिबन्ती लै चहा बणै बेर भ्यार चाख में अै गेयि।"
2117,"And they grabbed Paul and took him outside the city, stoning him so much that when they thought he was dead, they left him and went away.","और इनुल पौलुस कैं पकड़िबेर नगरक भ्यार लिजैबेर ढुङोंल इदुक मारौ कि जब उनुल समझौ कि यौ मरि गो, तब उं उकैं छोड़िबेर न्है ग्याय।"
2118,"But Peter lifted him up and said, ""I too am a man like you!""","लेकिन पतरसल उकैं उठैबेर कौ, मी लै तुमरै चारि मैंस छूं!"
2119,Keep the mantra below the threshold.,मंत्र तलि दरशै राखौ।
2120,This dictionary work is of an international level.,यो कोश कार्य अंतराष्ट्रीय स्तरक छु।
2121,"In my house is a fourteen-page story written by Dinesh Karnataka, the longest of all, and a one-and-a-half-page story about Jyaathjyu written by Shyamacharan Dutt Pant, the shortest of all.",मेरि कुड़ कां छ नामल दिनेश कर्नाटक द्वारा लेखी चौउद पेजकि कहानि सबूं है लम्बी व श्यामाचरण दत्त पंत द्वारा लेखी ज्याठज्यूक किस्स कहानि डेढ़ पेजकि सबूं है नानि कहानि शामिल छन।
2122,"Hey! Don’t trouble me like that, friend!",अच्छ्या! तू मीकै तदु ह्याव् नी कर यार!
2123,"Then he said, ""This is true that I am your close special relative, but before me, there is another distant relative of yours who has the right to include you before me.""","फिर वील कौ, यौ बात सांचि छु कि मी तुमर करीबी खाश रिश्तदार छूं, लेकिन मी हबेर लै तुमर एक शांक रिश्तदार आइ छु, जैक हक म्यर हबेर पैली छु कि उ तुमुकैं समाओ।"
2124,"When only two days of yours were left, the chief priests and religious leaders began secretly plotting to catch and kill Jesus.","जब त्यारक द्वी दिन बचि राछी, तब याजकोंक सैप और धर्म गुरु यीशु कैं चुप-चापल पकड़िबेर उकैं मारणक तरकीब सोचण भैटीं।"
2125,A man from his village near the river heard this matter.,य बात उनर गौं नजदीक गौकं क्वे आदमी सुण रय।
2126,I kept Father’s name alive.,मैल धरौं बुबू यैक नाम जिबू।
2127,"For this reason, I didn’t come from God’s side just to serve people, but I came to serve all people myself and to shed my blood like water for the liberation of many.","उसिकै मि परमेश्वरक तरफ बे यैक लिजी नि आय कि मी मैंसों धैं आपणि सेवा करुं, बल्किन यैक लिजी आयूं कि मी खुद सब मैंसोंक सेवा करुं और भौतोंकि मुक्तिक लिजी आपण खून कैं पाणिक चारि बगै दयूं।"
2128,"Because if I do this, my ancestral land’s share might decrease.",किलैकि अगर मी यस करनू तब म्यर पुश्तैनी जमीनक हिस्स कम है सकुं।
2129,"Whenever a big task was done, very good dishes were made and served.",जब लै के ठुल काम करूँण भय त उ खूब भल-भल पकवान बण बे दिनेर भयि।
2130,"Yes, now how will it work? The time has come for me, and my daughter has gone to someone else’s house.",होइ आब केले हल तुमके टैम म्यर लिजी आब में पराई च्यलि जो हे गयी हूँ।
2131,"For this reason, come, let’s confuse their language so that they can’t understand each other’s speech.","यैक लिजी आओ, हम इनरि भाषा मिं गड़बड़ी करि दिंनू, जैल यौं एक दुसरक भाषा कैं नि समझि सको।"
2132,"In London, Ralph Lilly Turner of the Oriental Studies Department recognized Pahari, Khasakura, and Nepali as synonyms and gave recognition to Khasakura.","लंदन में प्राच्यविद्या विभागक राल्फ लिली टर्नर द्वारा पर्वतीय, खसकुरा और नेपाली इन तीनों नामों कैं पर्यायवाची कै बेर खसकुरा कैं मान्यता दी रै।"
2133,"Okay, Mother, okay Elder Sister! Take care of my mother too—whatever food and drink supplies you order, send them to my mother and write double in my account.","अच्छ्या, इजा, अच्छ्या तरदा! म्येरि इजक लै ख्याल करिया, जताक लै क्ये खांण-पिणौक समान मंगाली मेरि इज कैं तुम भिजवै दिया, डबल म्या्र हिसाब में लेखि दिया।"
2134,"After that, a man working in God’s temple went away from that path too.",यैक बाद परमेश्वरक भवन मिं काम करणी एक मैंस लै उ बॉट बे गो।
2135,"As soon as the cow reached home, she made two glasses of tea and, giving one to the living one, said, ""Drink tea too.""","दमुवैल अपण ड्यार में पहुंचते ही द्वि गिलास चहा बणै और जिबन्ती कें गिलास देते हुए, लै जिबा चहा पे।"
2136,Re Ga Ma Dha Ni—these five notes are in medieval harmony.,रे ग म धनि यो पांच स्वर मधिकाल पद हार्मनी में छन।
2137,"For these 24 characters, he has to create confusion in one place, hold grudges in the heart, cause chaos, create hesitation in the mind, and make them laugh and cry.","यूं 24 किरदार कएक जाग कैं मुनव भरमता लै करनी, दिल में चरैक लै पाड़नी, उड़भाड़ लै करनी, मन में झसक लै पैद करनी, हंसूनी लै और रोउनी लै।"
2138,"After him, she became a government teacher and retired from teaching on December 28, 2016.",वी बाद यौ सरकारी अध्यापक बणीं और अध्यापन कार्य करते हुए ही 28 दिसंबर 2016 में सेवा निवृत भयी।
2139,"In it, I tried to bring our folk tales and heroic songs into Hindi.","उ में मैंल कोशिष योई करी कि हमरि लोकगाथा-बीरगाथा गायन शैली, हिंदी में ऐ जौ।"
2140,"For this reason, he thought, ""If I tell people that Mary is like this, her reputation will be ruined.""","यैक लिजी वील सोचौ, अगर मी मैंसों धैं कून कि मरियम येसि छु उसि छु, तब वीक बदनामी है जालि।"
2141,Take a photo too.,एक फोटक लै खींच द्युन।
2142,"Street plays, songs, and discussions were held in village after village to awaken scientific awareness among people.","गौं-गौं में नुक्कड़ नाटक, गीत और गोष्ठी आदि करि बेर लोगन में वैज्ञानिक चेतना जगाई गे।"
2143,They kept double of all my things with them.,यूँ यतुक डबल म्या्र सैबैल मकें दि राखीं।
2144,"Say it’s fine, Mother—go to bed, I’ll wake you at night, don’t forget; Elder Brother is going there tomorrow, the cow said.","ठीक कूण छै इजा, जा तु सेजा मैंलै से जानू, रात्ति बेरै उठै द्ये, भुलिये झन, भोव मैल जरा ममज्यू वाँ जाणछ, दमुवैल कौ।"
2145,Closing my eyes during the eclipse and meditating on God felt good to me.,ग्रहण काल आँख बुजि बेर भगवान क ध्यान करण देखिबेर भल लागौ मेकें।
2146,"Then here and there, with family or kin, I spend my time well, while there in Delhi, she’ll stay alone.","फिर याँ वार-पार गों-परवार दगा्ड़ अपण वीक टैम भल पास है जाँ, वाँ दिल्ली में ल ऊ यकलै रै जालि।"
2147,"You eat for now, drink milk later—don’t save it.","तू खा तब तक, बाद में दूद पी लिए, बचाए झन।"
2148,That’s why Radha thought carefully and fixed the time and day.,यसी कनै राधाल भौत सोच समझ बेर टाइम और दिन बार निर्धारित करी हय।
2149,"To become a reader, the bank details of Pahar magazine are as follows.",पाठक बणणक लिजी पहरू पत्रिका बैंकक विवरण य प्रकार छु।
2150,"For our return journey, Deepak arranged a vehicle up to Bhubaneswar Airport.",हमरि वापसी यात्रा में भुवनेश्वर एयरपोर्ट तक दीपक कि वाहन व्यवस्था छी।
2151,"When we had been there for a few days, a prophet named Agabus came there from Judea province.","जब हमुकैं वां थ्वाड़ दिन है ग्याछी, तब अगबुस नामक नबी यहूदा प्रदेश बे वां आ।"
2152,"But the ghost said to them, ""I know Jesus, and I recognize Paul too, but who are you?""","लेकिन भूतल उनुधैं कौ, मी यीशु कैं जाणनू, और पौलुस कैं लै पछ्‌याणनू, लेकिन तुम को छा?"
2153,"I’ll never forget your favor, brother!",मैं त्या्र एसान कभैं नि भुलूँ भुला!
2154,Just make the engagement fruitful—doubts started arising in the mind.,बस लगन सुफल करि दिया मन-मन में द्वीय लागि रई।
2155,I’m not going to that quarter now.,मैं अैल क्वार्टर में न्है जानू।
2156,"But all the people were waiting for this, whether his hand would swell or he would faint and die.","पर उं सब मैंस यौ इंतजार करणाछी, कि वीक हात सुजल या उ बिहोश हबेर मरि जॉल।"
2157,"After drinking milk, our children go to the army and serve the country.","दूध पी बेरि हमा्र नान्तिन लाम में जानीं, देशै सेवा करनीं।"
2158,"When darkness fell, Mother came home, and Elder Sister and Madhuli laughed again.",अन्या्र हई घर आछिया तौ बौराणि ज्यू और मधुलि कैं फिरि हँसि ऐ गेइ।
2159,"After that, Jesus and his disciples came to Jerusalem, and Jesus went into God’s temple.",यैक बाद यीशु और उनार शिष्य यरुशलेम आईं और यीशु परमेश्वरक भवन मिं गेईं।
2160,"Then, after taking the buffalo outside to graze, tying it up after a kilo, following the cows and calves along the path.",फिर भैंस कें भ्यार खव में एक किल में बादि बेर गोरू-बाछां पछिल बण हैं बट लै जें।
2161,Either buy it cheap here or buy it cheap there—that’s it.,याॅ लै मोलै खाण हय वाॅ लै मोलै खाण हय कॅछी।
2162,I’m not going out for a wedding or anything now.,मैं अब ब्या-ह्या क्ये निकरन।
2163,"Tell me, what do you want?","बताओ, तुम के चांछा?"
2164,"With everyone’s cooperation, all this could be possible.",सबना सहयोगल यौ सब संभव है सकनौ।
2165,"When Peter was in jail, other believing people were praying to God to save him.","जब पतरस जेल मिं छी, तब दुसर विश्वासी मैंस उकैं बचूणक लिजी परमेश्वर धैं प्रार्थना करणाछी।"
2166,"But a few days later, it became cold again as usual.",लेकिन थ्वाड़ दिन बाद मामुल फिर ठंड है गोय्।
2167,"From childhood, we learned Kumaoni speech in our village and Ranikhet Fana.",हमूल नानछिना आपण गौं और राणिखेत फनांकि कुमाउनी बोलि सिखिए भै।
