src,tgt,tgt_augmented
"That’s why Sarala said to her brother, throw this maid and her child out of here, because this maid’s child cannot become an heir with my child.","यैक लिजी साराल आपण बैग धैं कौ, यौ नौकराणि और यैक च्यल कैं यांबे निकालि दियो, किलैकि यौ नौकराणिक च्यल म्यर च्यलक दगाड़ वारिस नि बणि सकन।","यौ नौकराणिक च्यल म्यर च्यलक दगाड़ वारिस नि बणि साराल आपण बैग धैं कौ, यौ नौकराणि और यैक च्यल कैं यांबे निकालि दियो, किलैकि यौ नौकराणिक च्यल म्यर च्यलक दगाड़ वारिस नि बणि सकन।"
"His certain song is good, another song is very good, analyzing this isn’t easy.","उनर अमुक गीत भल छ अमुक गीत भौत भल छ, यैक विश्लेषण करण आसान न्हैति।","अमुक गीत भल छ अमुक गीत भौत भल छ, यैक विश्लेषण करण आसान न्हैति।"
This poem is also connected to the feelings of my brothers and friends.,यौ कविता में म्या्र भै-बन्द मितुरों कि भावना लै जुड़ी छ।,कविता में म्या्र भै-बन्द मितुरों कि भावना लै जुड़ी छ।
"I thought about the wedding, it’s not this one, nor the father of the wedding.",मील सोचि ब्यौल् तो यौ नी छु न ब्यौलौ क बाप छु।,ब्यौल् तो यौ नी छु न ब्यौलौ क बाप छु।
"Here, the fish were being cooked, the one that others couldn’t catch.",यां मांछ् सींक जास् हुनेर भ्या जो और कै तालुन् नि हुनेर भै।,छ् सींक जास् हुनेर भ्या जो और कै तालुन् नि हुनेर भै।
"But if you say that I’m doing this work not through God’s Holy Spirit but through Satan, you’re blaspheming against God’s Holy Spirit, and you’ll never be forgiven for this.","लेकिन अगर तुम कूंछा कि मी यौ काम परमेश्वरक पवित्र आत्माक जरियल नै लेकिन शैतानक जरियल करणयूं, तुम परमेश्वरक पवित्र आत्माकि बुराइ करछा, और यैक माफि तुमुकैं कभै नि मिलो।","तुम कूंछा कि मी यौ काम परमेश्वरक पवित्र आत्माक जरियल नै लेकिन शैतानक जरियल करणयूं, तुम परमेश्वरक पवित्र आत्माकि बुराइ करछा, और यैक माफि तुमुकैं कभै नि मिलो।"
"From my childhood until today, he has done a lot of work in the fields of social literature, language, and education.","अपुण नानि उमर बै आज जांलै उनूल समाज-साहित्य, भाषा-शिक्षा क्षेत्र मजि बम्त काम करी छौ।","श्री नानि उमर बै आज जांलै उनूल समाज-साहित्य, भाषा-शिक्षा क्षेत्र मजि बम्त काम करी छौ।"
Their minds couldn’t develop properly because the boys always remained naughty and mischievous.,हरुलिक दिमाग नानछिना बै येक वजैल नि बण सक किलैकि छोरमुया हरुलि सदा ओऐई टुऐयी जै भै।,नानछिना बै येक वजैल नि बण सक किलैकि छोरमुया हरुलि सदा ओऐई टुऐयी जै भै।
"Now, don’t be too worried.",अब ज्यादा परेशान नि हौ।,परेशान नि हौ।
"The disciples were astonished after hearing this statement of Jesus, but Jesus said to them again, ""Friends, for those who trust in wealth, it is very difficult to enter the kingdom of God.""","शिष्य यीशुकि यौ बात सुणिबेर चकित रै पड़ीं, लेकिन यीशुल उनुधैं फिर कौ, दगड़ुवो, जो धन मिं भरौस धरनी, उनर लिजी परमेश्वरक राज मिं पुजण भौत मुश्किल छु।","शुकि यौ बात सुणिबेर चकित रै पड़ीं, लेकिन यीशुल उनुधैं फिर कौ, दगड़ुवो, जो धन मिं भरौस धरनी, उनर लिजी परमेश्वरक राज मिं पुजण भौत मुश्किल छु।"
"But Sara, trembling with fear, said, ""I didn’t laugh.""","पर साराल डरक मारी कौ, मी नि हस।","सारा डरक मारी कौ, मी नि हस।"
"So, what happened then?",बस फिरि कि छी?,You're here: Home»What's new»What's new?»What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-new?What's-
"It’s not that I want to give, but that I want you to receive great blessings in return for it.","यौ बात न्हैं कि मी दान चांनू, बल्किन यौ चांनू कि तुमुकैं यैक बदाव खूब आशीश मिलो।","बात न्हैं कि मी दान चांनू, बल्किन यौ चांनू कि तुमुकैं यैक बदाव खूब आशीश मिलो।"
"Before leaving, he said he would go, but now let’s see how it turns out and what happens next.",जाण बखत कौल जांनु पै आब जरा भ्यार ह्यार लै देख हेक ल्हिनु पै धौं कै के जै हैरौ पै।,कौल जांनु पै आब जरा भ्यार ह्यार हेक ल्हिनु पै धौं कै के जै हैरौ पै।
"It is believed by the committee and the Pahar magazine that through these writing initiatives, since 2010, good work has been done for the development of the Kumaoni language and literature, and a lot of literature has been written.","समिति व पहरू पत्रिकाक मानण छू कि य लेखन योजनाओं द्वारा २०१० बटी कुमाउनी भाषा व साहित्यक बिकास में भल काम हुणौ, साहित्य खूब लेखीणौ।","पहरू पत्रिकाक मानण छू कि य लेखन योजनाओं द्वारा २०१० बटी कुमाउनी भाषा व साहित्यक बिकास में भल काम हुणौ, साहित्य खूब लेखीणौ।"
"I congratulate you, and I would also wish you a Happy New Year.","तुम बधाइ देला, मैंलै हैप्पी न्यू इयर कै द्यूंल।","बधाइ देला, मैंलै हैप्पी न्यू इयर कै द्यूंल।"
"While drinking tea, three or four chats took place.",चहा पीन पीनै तीन-चारन् भुड़भुड़ाट हुँण भै ग्यो।,पी पी पी पी पी पी पी पी
"Don’t worry, prepare yourself, go there early in the morning with folded hands, perform the evening prayer, and then visit Devi Than and Bhumiya Than.","तू फिकर नि कर अपणि तयारी कर जा नै-ध्वे बेर दयप्ताँ हैं हाथ जोड़, सन्ध्या-पुज कर, पै देवीथॉन-भुमियाथॉन जै आ।",ध्वनि: ध्वनि: ध्वनि: ध्वनि: ध्वनि: ध्वनि: नि कर अपणि तयारी कर जा नै-ध्वे
"Today, once again, there’s festivity in the valley of Ghandak.",आज फिर घनदाकि बाखई में रौनक ऐ गे।,घनदाकि बाखई में रौनक ऐ गे।
I’ve neither heard nor seen anything like this before.,"यस तो न कभै सुण, न कभै द्यख।","न कभै सुण, न कभै द्यख।"
How did everything get so messed up in work and business?,काम काजू में यसे हरपण जै ऐ गे क्ये बात नि है।,इस दुनिया में यसे हरपण जै ऐ गे क्ये बात नि है।
"Mother said, ""If it happens, I’ll ask the deity and take what’s needed.""","होइ इजा होइ, तपार मि ले मणि द्याप्तनो क चै लिनु।",". . . . . . . होइ, तपार मि ले मणि द्याप्तनो क चै लिनु।"
"There was a Bhagwat event in the village, and all the people gathered there.","गौं में भागवत छी, सपै लोग आईं भाय।","में भागवत छी, सपै लोग आईं भाय।"
"I was surprised that even within a short distance, the accent of Kumaoni speech changes so much.",मैंकैं आश्चर्य हुंछी कि एक्कै कुमाउनी बोलिक थ्वाड़-थ्वाड़ दूरी में कसिक लहजा बदल जां।,कै कै कै आश्चर्य हुंछी कि एक्कै कुमाउनी बोलिक थ्वाड़-थ्वाड़ दूरी में कसिक लहजा बदल जां।
It feels warm in the house.,कुड़ि में ता्व लगै द्युल।,"द्युल, द्युल, द्युल, द्युल, द्युल, द्युलि में ता्व लगै द्युल।"
Will bought this scooter and kept it.,वील यौ स्कूटर खरीद बेर दि राखौ।,भारत में सबसे अच्छा स्कूटर खरीद बेर दि राखौ।
"Growing up in the mountain atmosphere, listening to the tales and stories of the hills, I got immersed in thoughts about supernatural powers and felt scared.",पहाड़ा्क माहौल में पलि पुलि दामूल पहाड़ाक किस्स-कहाणि सुणि हा्य पारलौकिक शक्ति संबंधी विचारों में डुबि बेर डर जस गो्य।,डर जस गो्य - विकिपीडिया
"Oh mother, who died, where did they go, now my confusion doesn’t let me live peacefully—what should I do now?","ओइजा, को मर, कां गो न्हौल म्योर कनफूल आब सब मकं ज्यूनै नि रूण द्याल कुंछा, के धान करूं मैं आब।","जा, को मर, कां गो न्हौल म्योर कनफूल आब सब मकं ज्यूनै नि रूण द्याल कुंछा, के धान करूं मैं आब।"
"From a distance, I paid my respects and offered my devotion.","दूरै बटि दर्शन करि, भेट चढ़ाछ।","दर्शन करि, दर्शन करि, भेट चढ़ाछ।"
I don’t want to show off.,दिखाव नि करण चैं।,"I'd like to be with you, I'd like to be...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
The place in our lives that belongs to our mother tongue and birthplace is the same.,"ये प्रकार हमा्र जीवन में जो जा्ग हमरि मैकि छु, उई जा्ग हमरि दुदबोलि (मातृभाषा) और जनमभूमिक लै छु।","हमा्र जीवन में जो जा्ग हमरि मैकि छु, उई जा्ग हमरि दुदबोलि (मातृभाषा) और जनमभूमिक लै छु।"
The Aipan art drawn on the doorstep of the house has been crafted with fine skill.,घरक देइ में निकाली हुई ऐपण जमें बारीक कलाकारी करी छु।,एक बारीक कला के रूप में निकाली हुई ऐपण जमें बारीक कलाकारी करी छु।
My heart also wants to live in the village.,आम्कु मन लै गौं में रह हण हइ हौय।,म्कु मन लै गौं में रह हण हइ हौय।
"When Joseph’s master heard his wife’s words, he became very angry.",जब यूसुफक मालिकल आपण स्यैणिक बात सुणी तब उकैं भौत रीश ऐ।,सुफक मालिकल आपण स्यैणिक बात सुणी तब उकैं भौत रीश ऐ।
"Using persuasion, money, punishment, and tactics, they will find a solution that suits everyone.","साम दाम दण्ड भेद सबै प्रयोग कराल, तुम सब्नाक माफिक चारा लै लूनेर वाल छन बल।","दण्ड भेद सबै प्रयोग कराल, तुम सब्नाक माफिक चारा लै लूनेर वाल छन बल।"
He was a shepherd with his step-sisters’ sheep and goats.,उ आपणि सौति भैनोंक दगाड़ भेड़-बकॉरोंक ग्वाव छी।,सौति भैनोंक दगाड़ भेड़-बकॉरोंक ग्वाव छी।
This chariot is pulled by seven horses.,यो रथ कैं सात अश्व खीचनी।,. . . . . कैं सात अश्व खीचनी।
"Oh, what’s the matter, my friend, even the headman of Haldwani never said anything like this.",अरे के बात न होल्डाल में सिरान मुणिं धरि ल्हियै यार बाबूनैलि कभै ना नि कौय्।,बात न होल्डाल में सिरान मुणिं धरि ल्हियै यार बाबूनैलि कभै ना नि कौय्।
It’s your choice.,तुमरि मरजी भइ।,You are here: Home » सतीश कुमार मरजी भइ।
"If it were so, Uncle Sham would have reached there long ago.",अगर यूं हुना तो अंकल शैम वां कबै पुजि जान।,हुना तो अंकल शैम वां कबै पुजि जान
"Kasar Devi, famous worldwide in Almora district, is also a tourist place with many hotels and eateries built for visitors.",अल्मोड़ा जिल्लक दुनीभर में प्रसिद्ध कसारदेवी लै एक टूरिस्ट पैलेस छू यां कयेक होटल व भोजनालय छन जो सैलानियों लिजी बणी हुई छन।,कसार जिल्लक दुनीभर में प्रसिद्ध कसारदेवी लै एक टूरिस्ट पैलेस छू यां कयेक होटल व भोजनालय छन जो सैलानियों लिजी बणी हुई छन।
"Tulsidas also had his own perspective, shaped by his country’s time and circumstances.","तुलसीदासकि लै आ्पणि दृष्टि छी, आ्पण देश-काल परिस्थिति में।","दासकि लै आ्पणि दृष्टि छी, आ्पण देश-काल परिस्थिति में।"
"Leaving everything to fate, I stayed to take news of my mother.",भौ कें कैका भरौस पर छोड़ि बेर मैं इजेकि खबर लिहैं अै रयूँ।,यूँ कें कैका भरौस पर छोड़ि बेर मैं इजेकि खबर लिहैं अै रयूँ।
He had all the traits of a fool.,वीकि मै हें कै दै यूँ सब दमुवों लच्छण छीं।,मै हें कै दै यूँ सब दमुवों लच्छण छीं।
The temple of Dhaulinag Ji has an even more divine aura.,धौलीनाग ज्यू क मन्दिर में तो और ले अलौकिक छटा हुंछी।,धौलीनाग ज्यू क मन्दिर में तो और ले अलौकिक छटा हुंछी।
"Now you are my master, my God—don’t let anything bad happen, deliver justice.","अब तुम म्या्र स्वामी छा, भगवान छा, अनर्थ झन हूँण दिया, न्याय करिया।","म्या्र स्वामी छा, भगवान छा, अनर्थ झन हूँण दिया, न्याय करिया।"
Just remember this mantra.,बस तू यो मंतर कें याद कर।,यो मंतर कें याद कर।
"We should fully respect the customs, traditions, and culture of society so that everyone, wise or not, can live an organized life.","ऊं समाजेकि रीत-रिंवाज, परंपरा, संस्कृतिक पुर सम्मान करण चानीं ताकि सबै स्यैणि-मैंस एक सुव्यवस्थित जिन्दगी बसर कर सकीं।","ेकि रीत-रिंवाज, परंपरा, संस्कृतिक पुर सम्मान करण चानीं ताकि सबै स्यैणि-मैंस एक सुव्यवस्थित जिन्दगी बसर कर सकीं।"
"Then that man, wiping his tears, said, ""Don’t worry, daughter!""","तब उ मैंस अपण आँसु पोछते-पोछते कूं, फिकर नि कर चेली!","मैंस अपण आँसु पोछते-पोछते कूं, फिकर नि कर चेली!"
He made a very significant contribution to establishing Kumaoni as a distinct language form.,विशेष रूपल कुमाउनी कैं भाषाक रूप में स्थापित करण में उनर भौत महत्वपूर्ण योगदान छू।,कुमाउनी कैं भाषाक रूप में स्थापित करण में उनर भौत महत्वपूर्ण योगदान छू।
Everyone said that our village has become clean now.,सबने है पैल्ली तो हमौर गौ आब साफ सुथौर है गो।,पैल्ली तो हमौर गौ आब साफ सुथौर है गो।
They named him Esau.,उनुल वीक नाम एसाव धरौ।,के सभी जिलों का वीक नाम एसाव धरौ।
"While the living cow says, ""Why did you leave me alone and come home?""","जिबन्ती दमू हैं कूणें, तुम मकणि यकलै छोड़ि बेर ड्यार में किलै आछा हो?",ड्यार में किलै आछा हो?
"Seeing this, he was stunned and said, ""Aren’t all these people from Galilee?""","यौ देखिबेर उं दंग हबेर कूण लागी, के यौं सब गलील प्रदेशॉक मैंस न्हैंतिना?","उं दंग हबेर कूण लागी, के यौं सब गलील प्रदेशॉक मैंस न्हैंतिना?"
"For the children, talking like this and helping in reality are not enough.","निनीकलनी, य हाव बात करण और वास्तवींक बैक मधत करण सबूं बसक बातलै नी भै।","नीकलनी, य हाव बात करण और वास्तवींक बैक मधत करण सबूं बसक बातलै नी भै।"
"Most dishes in the hills are rice-based, so with the new rice harvest, various types of rice flour dishes are prepared.",पहाड़ाक अधिकांश पकवान खाद्य पदार्थ चावल आधारित हुनी अतः नय धानाक च्यूड़ चावलौक पिस्यु विभिन्न प्रकाराक धानैल भकार भरि जानी।,ाक अधिकांश पकवान खाद्य पदार्थ चावल आधारित हुनी अतः नय धानाक च्यूड़ चावलौक पिस्यु विभिन्न प्रकाराक धानैल भकार भरि जानी।
"They liked meeting and interacting with each other, and especially the disciples liked learning about Jesus.","उं एक दुसरक दगाड़ भेट-घाट करनै रुंछी, और खाश शिष्यों धैं यीशुक बारि मिं सिखनै रुंछी।","एक दुसरक दगाड़ भेट-घाट करनै रुंछी, और खाश शिष्यों धैं यीशुक बारि मिं सिखनै रुंछी।"
It’s the month of Phagun.,फागुणक महैण छी।,"I'm sorry, I'm sorry, महैण छी।"
"Whether a man goes anywhere in the world for a job or settles there, the love and attachment to his motherland remain lifelong.","आदिमि़ रूजगारा्क लिजी चाहे दुनिया्क क्वे कूण में न्है जावौ या बसि जाऔ, पर मै-माटिक प्यार और लगाव ताजिन्दगी रूँछ।","मि़ रूजगारा्क लिजी चाहे दुनिया्क क्वे कूण में न्है जावौ या बसि जाऔ, पर मै-माटिक प्यार और लगाव ताजिन्दगी रूँछ।"
"Today is the martyrdom day of former Prime Minister Indira Gandhi Ji, while it’s also the birthday of former Deputy Prime Minister and first Home Minister Sardar Vallabh Bhai Patel Ji.",पूर्व प्रधानमंत्री इंदिरा गांधी ज्यू क आज शहीदी दिवस छ जबकि पूर्व उप-प्रधानमंत्री और पैल गृहमंत्री सरदार वल्लभ भाई पटेल ज्यू क जन्मदिन छ।,इंदिरा गांधी ज्यू क आज शहीदी दिवस छ
"Slowly, the load started weighing on both oxen.",चाण-चाणै उ दुवै बल्दों पर भारि पड़न लागि गोय।,ण-चाणै उ दुवै बल्दों पर भारि पड़न लागि गोय।
"And in Jerusalem, Judea, Samaria, and every corner of the earth, you will be my witnesses.","और यरुशलेम, यहूदिया, सामरिया और पुर धरतिक वाण-क्वाणों मिं तुम म्यार गवाह ह्‌वाल।","रुशलेम, यहूदिया, सामरिया और पुर धरतिक वाण-क्वाणों मिं तुम म्यार गवाह ह् वाल।"
"When I write poetry, I mostly write in this state of mind.",मैं जब कविता ल्यखूँ तो जादातर यई मनोदशा में ल्यखूँ।,कविता ल्यखूँ तो जादातर यई मनोदशा में ल्यखूँ।
"He never insulted me even once, despite being a headmaster—no arrogance, no lowly words.","कभै लै उनूल म्यर अपमान नि कर, हेडमास्टर होते हुए लै, नैं घमण्ड, नैं कैहुं ओछि बात।","लै उनूल म्यर अपमान नि कर, हेडमास्टर होते हुए लै, नैं घमण्ड, नैं कैहुं ओछि बात।"
"If someone wants to know about their sister-in-law, how her days in Sauras went.",क्वे नणदक बारे में जाणन चहानी कि उनिकैं सौरास में इतुक दिन कसु लागौ।,इस नणदक बारे में जाणन चहानी कि उनिकैं सौरास में इतुक दिन कसु लागौ।
"Seeing her, the old woman’s eyes welled up with tears.",बुड़ियैलि ऐ बेर देख तो वीक् आंख् डबडबै आय।,बेरियैलि ऐ बेरियैलि ऐ बेर देख तो वीक् आंख् डबडबै आय।
This trinity idol is made of neem wood.,यो त्रिमूर्ति विग्रह नीम क लकड़ी क बणाई जानी।,1 . . . . . . . विग्रहि विग्रह नीम क लकड़ी क बणाई जानी।
"Then, among the disciples, there was joy because they were not insulted for Jesus’ sake.","तब शिष्य सभाक बीच बे यैक लिजी खुशि हुनै गेईं, कि हम यीशुक लिजी बेईजत हुणक लैक निकयूं।","सभाक बीच बे यैक लिजी खुशि हुनै गेईं, कि हम यीशुक लिजी बेईजत हुणक लैक निकयूं।"
"Deep inside, my heart was very restless.",मन-मन में कालुक भौत खदबताट पड़ि रौ।,- - - - - - - - - में कालुक भौत खदबताट पड़ि रौ।
I felt suffocated there.,म्यर दम घुटें रौ यां।,. . . . . . . . दम घुटें रौ यां।
"Then Abraham said to God, ""O Lord, are you thinking of destroying all the people of that city?""","तब इब्राहीमल परमेश्वर धैं कौ, हे प्रभु, के तुम उ पुर नगरक मैंसों कैं नांश करणक लिजी सोचणाछा?","ब्राहीमल परमेश्वर धैं कौ, हे प्रभु, के तुम उ पुर नगरक मैंसों कैं न करणक लिजी सोचणाछा?"
The cow started hitting with its horns.,दमु डाड़ मारण लागौ।,» कविता » डाड़ मारण लागौ।
"If you feel ashamed before me and my words in front of this sinful and wicked people, then when I come with my Father’s glory and the holy angels, I too will not acknowledge you.","अगर तुम यौ कुकरमी और पापी मैंसोंक सामण मिकैं और म्यार बताई बातों कैं अपनूण मिं शर्माला, तब जब मी आपण पिताक महिमा और पवित्र स्वर्गदूतोंक दगाड़ ऊंल, तब मी लै तुमुकैं नि अपनू।","यौ कुकरमी और पापी मैंसोंक सामण मिकैं और म्यार बताई बातों कैं अपन मिं शर्माला, तब जब मी आपण पिताक महिमा और पवित्र स्वर्गदूतोंक दगाड़ ऊंल, तब मी लै तुमुकैं नि अपनू।"
"In the end, it means that not everything in life should be based on selfishness.",अंत में योई कूण चाँ कि जिंदगी में सबै काम स्वारथै पर आधारित न हुन।,योई कूण चाँ कि जिंदगी में सबै काम स्वारथै पर आधारित न हुन।
"Perhaps you are right, brother.",शायद तु ठीक कूणछै भुला।,ठीक कूणछै भुला।
Nabbu’s brother said he was at Shakti Shawl in Haldwani.,"नब्बू कुनेर भै जेड़्जा, हल्द्वाणिं में सिकेट्टी शाल् ऐ रौ बल्।","to be sung: हल्ू कुनेर भै जेड़्जा, हल्द्वाणिं में सिकेट्टी शाल् ऐ रौ बल्।"
This book includes a play written by the famous Hindi playwright Govind Ballabh Pant Ji.,य ग्रंथ में पैंल कहानि नामी हिंदी नाटककार गोविंद बल्लभ पंत ज्यू द्वारा लेखी एक रूपैंक चित्र शामिल छु।,में पैंल कहानि नामी हिंदी नाटककार गोविंद बल्लभ पंत ज्यू द्वारा लेखी एक रूपैंक चित्र शामिल छु।
"Cutting grass destroyed the plants of timul, bhekku, kyav, and khadik too.","घा त काटै काट तिमुल, भेक्कू, क्याव और खड़िकाक बोटनक लै नाश कर गोछे।","लै त काटै काट तिमुल, भेक्कू, क्याव और खड़िकाक बोटनक लै नाश कर गोछे।"
"People went to see him to check if he had symptoms of Corona or not, and if he did, to treat him, but others threw stones, rocks, and bricks at him.","यों लोग उनू कैं देखणा लिजी जाणी कि इनूकणि कोरोनाक लक्षण छन या न्हैतन और छन त इलाज करूंल और लोग ढुङ, पाथर, ईट उनू पर खेड़न रई।","उनू कैं देखणा लिजी जाणी कि इनूकणि कोरोनाक लक्षण छन या न्हैतन और छन त इलाज करूंल और लोग ढुङ, पाथर, ईट उनू पर खेड़न रई।"
"We should love our God with all our heart, all our strength, and all our wisdom.","हमुल आपण परमेश्वर कैं आपण पुर मनल, पुर ताकत और पुर बुद्धिल प्रेम करण चैं।","परमेश्वर कैं आपण पुर मनल, पुर ताकत और पुर बुद्धिल प्रेम करण चैं।"
"Oh, stop being stubborn, why are you doing this? It’s our duty to question, said the policeman.","अरे छोड़ अकड़ क्यों रहा है यह हमारी ड्यूटी है पूछताछ करने की, पुलिस वालैल कौ।","अकड़ क्यों रहा है यह हमारी ड्यूटी है पूछताछ करने की, पुलिस वालैल कौ।"
"In many schools of Uttarakhand, this is sung during the prayer assembly.",उत्तराखंड़क कई इस्कूलों में य प्रार्थना सभा में गाई जां।,इस गीत को कई इस्कूलों में य प्रार्थना सभा में गाई जां।
"The wedding rituals like welcoming the groom’s party, hand-holding, kanyadaan, yagna, and seven rounds take place, along with some special local customs.","बरात क स्वागत में द्वाराचार, पाणिग्रहण, कन्यादान, यज्ञ, सप्तपदी सात फेरे आदि संस्कार हुनी और इनूमें कुछ विशेष स्थानीय परिपाटी हुनी।","स्वागत में द्वाराचार, पाणिग्रहण, कन्यादान, यज्ञ, सप्तपदी सात फेरे आदि संस्कार हुनी और इनूमें कुछ विशेष स्थानीय परिपाटी हुनी।"
Chami didn’t stay home.,चमि घर कें नि हौय।,» Uncategorized » घर कें नि हौय।
"There was one task with you, father.",एक काम छी बुबू तुमार दगा्ड़।,छी बुबू तुमार दगा्ड़।
"In our hills, people have great faith in local deities.",हमा्र पहाड़ में लोक द्यप्तों पर लोगूँक भौत्तै विश्वास हूँ।,मैं इस पहाड़ में लोक द्यप्तों पर लोगूँक भौत्तै विश्वास हूँ।
His Kumaoni poetry is of the Buransh type.,उनरि कुमाउनी कविता बुरूंश य प्रकार छु।,माउनी कविता बुरूंश य प्रकार छु।
"In all our festivals, there’s a tradition of offering ground flour sweets, modak, batasha, flowers, and fruits to the deities.",हमारे सबै त्यौहारन में पुजारा लिजिए पिसुआक मिठ ग्यार मोदक बताश पुष्प फल द्याप्तन में चढ़ूणैक रीत छु।,त्यौहारन में पुजारा लिजिए पिसुआक मिठ ग्यार मोदक बताश पुष्प फल द्याप्तन में चढ़ूणैक रीत छु।
Because I’ve seen that you respect me and always obey my commands.,"किलैकि मील देखि है कि तु म्यर आदर करछै, और म्यर हुकुम बारबर मानछै।","लैकि मील देखि है कि तु म्यर आदर करछै, और म्यर हुकुम बारबर मानछै।"
"When Mohan sat in front of the cow after eating and washing his hands, he asked, ""Brother, how is Boji’s health?""","जब मोहन खा्ण खैबेर हाथ धो बेर दमुवाक सामणी भैटौ तो पुछण लागौ, दाज्यू बोजीक तबियत कसि छ?","खा्ण खैबेर हाथ धो बेर दमुवाक सामणी भैटौ तो पुछण लागौ, दाज्यू बोजीक तबियत कसि छ?"
Writers are engaged in many big and small efforts to uplift these languages.,रचनाकार इन भाषाओंक उत्थानै लिजी कयेक ना्न-ठुल कोशिशों में जुट रई।,रचना इन भाषाओंक उत्थानै लिजी कयेक ना्न-ठुल कोशिशों में जुट रई।
"After having tea and water at night, they ate and slept in the snow.",चाहा पाणी रात हैं खा खवेवेर ह्यून हैं विस्तर लगै बेर सेवे दी।,रात हैं खा खवेवेर ह्यून हैं विस्तर लगै बेर सेवे दी।
"Apart from these memory-related songs, Holi songs are also sung in our Kumaon region.",यो स्मृति विषयक गीतनाक अलावा हमार कूर्मांचल में होलि क गीत लै गाई जानी।,विषयक गीतनाक अलावा हमार कूर्मांचल में होलि क गीत लै गाई जानी।
"Look, you and Benjamin saw that it’s me, Joseph, talking with you.","देखो, तुमुल और बिन्यामीनल देखि रॉखौ कि तुमार दगाड़ बात करणी मी यूसुफ छु।","ो, तुमुल और बिन्यामीनल देखि रॉखौ कि तुमार दगाड़ बात करणी मी यूसुफ छु।"
"After him, the kingdom was lost.",वीक बाद रॉज बिज गोय।,साल बाद रॉज बिज गोय।
"He said, ""Look, we are going to Jerusalem, and there I will be handed over to the priests and religious leaders, who will decide to kill me and hand me over to the Roman government.""","उनुल कौ, देखो, हम यरुशलेम जाणयूं और वां मी याजकोंक सैप और धर्म गुरुओंक हात मिं सौंपी जूंल और उं मिकैं जानल मारणक लैक ठैराल और रोमी सरकारक हात मिं सौंप द्‌याल।","वां मी याजकोंक कौ, देखो, हम यरुशलेम जाणयूं और वां मी याजकोंक सैप और धर्म गुरुओंक हात मिं सौंपी जूंल और उं मिकैं जानल मारणक लैक ठैराल और रोमी सरकारक हात मिं सौंप द् याल।"
"He had a miraculous quality, which modern science has also started confirming.",उनन कैं यैक चमत्कारी गुण पत्त छी जैकि पुष्टि आधुनिक विज्ञान लै करण लाग रौ।,पत्त छी यैक चमत्कारी गुण पत्त छी जैकि पुष्टि आधुनिक विज्ञान
"It was very hard to find this relationship, and how did they manage everything today?",बड़ी मुसकिलल यौ रिस्त मिल रौ और कसिक आज बरेतियुको इंतजाम करि रौ।,सकिलल यौ रिस्त मिल रौ और कसिक आज बरेतियुको इंतजाम करि रौ।
"Man is surrounded by the moon, stars, sun, earth, air, mountains, rivers, forests, climate, heat, as well as society, groups, institutions, customs, traditions, ethics, religion, and social values.","मैंस चारों तरफ चंद्रमा, तार, सूरज, पृथ्वी, हाउ, पहाड़, नदी, जङव, जलवायु, ताप क अलावा समाज, समूह, संस्था, प्रथा, परंपरा, लोकाचार, नैतिकता, धर्म और सामाजिक मूल्योंल घिरी छ।","एक तरफ चंद्रमा, तार, सूरज, पृथ्वी, हाउ, पहाड़, नदी, जङव, जलवायु, ताप क अलावा समाज, समूह, संस्था, प्रथा, परंपरा, लोकाचार, नैतिकता, धर्म और सामाजिक मूल्योंल घिरी छ।"
The principal’s residence in the college became a center for Gayatri worship.,कालेज में प्रधानाचार्य आवास गायत्री उपासना को केन्द्र बनि गयो।,प्रदेश में प्रधानाचार्य आवास गायत्री उपासना को केन्द्र बनि गयो।
"This magazine, started from Haldwani, is engaged in the development of Uttarakhand’s Kumaoni and Garhwali languages.",हल्द्वानी बै निकलणी य पत्रिका उत्तराखंडाक कुमाउनी व गढ़वाली भाषाओं क विकास में जुट रै।,द्वानी बै निकलणी य पत्रिका उत्तराखंडाक कुमाउनी व गढ़वाली भाषाओं क विकास में जुट रै।
"But the farmer caught that servant, beat him, and sent him back empty-handed.",लेकिन खेति कारोंल उ नौकर कैं पकड़िबेर मारौ-थेचौ और खालि हात वापिस लगै दे।,ि कारोंल उ नौकर कैं पकड़िबेर मारौ-थेचौ और खालि हात वापिस लगै दे।
"You don’t pay attention every day—we have only one child each in our share, and I’ve never heard of two children in this family.","तू अपण ध्यान नि धरनै रोजै हमर भाग परि एक एकै संतान है, मलि कभें नि सुणु कि यौ खानदान में कैक द्वी च्यल हइ।","ध्यान नि धरनै रोजै हमर भाग एक एकै संतान है, मलि कभें नि सुणु कि यौ खानदान में कैक द्वी च्यल हइ।"
